batter_id,last_season,last_level,target_level_2024,method,fit_mode,val_rmse,val_mae,val_aic,forecast,lower_95,upper_95
31,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,9.968540220214024,86.71352183186448,85.85208919404923,87.57495446967974
31,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,9.968540220214024,86.71352183186448,85.85208919404923,87.57495446967974
32,2021,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,23.028028705022074,88.00024750000001,76.69433654700735,99.30615845299268
32,2021,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,23.028028705022074,88.00024750000001,76.69433654700735,99.30615845299268
32,2021,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,23.028028705022074,88.00024750000001,76.69433654700735,99.30615845299268
35,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.879527681214796,87.9217960521281,85.60093018937123,90.24266191488498
35,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.879527681214796,87.9217960521281,85.60093018937123,90.24266191488498
35,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.879527681214796,87.9217960521281,85.60093018937123,90.24266191488498
42,2022,MLB,AA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,13.533215636824789,89.38060102604541,88.39802735555105,90.36317469653977
42,2022,MLB,AAA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,13.533215636824789,89.38060102604541,88.39802735555105,90.36317469653977
42,2022,MLB,MLB,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,13.533215636824789,89.38060102604541,88.39802735555105,90.36317469653977
44,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,6.789075057611893,90.10243186562852,89.34752930167753,90.85733442957951
44,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,6.789075057611893,90.10243186562852,89.34752930167753,90.85733442957951
44,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,6.789075057611893,90.10243186562852,89.34752930167753,90.85733442957951
45,2023,MLB,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,25.92442342769794,90.49412833387628,87.35606789148237,93.63218877627018
45,2023,MLB,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,25.92442342769794,90.49412833387628,87.35606789148237,93.63218877627018
45,2023,MLB,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,25.92442342769794,90.49412833387628,87.35606789148237,93.63218877627018
48,2021,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,-3.833986798369601,73.42200286910555,73.29348366044783,73.55052207776328
48,2021,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,-3.833986798369601,73.42200286910555,73.29348366044783,73.55052207776328
48,2021,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,-3.833986798369601,73.42200286910555,73.29348366044783,73.55052207776328
49,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.37603677035678,87.28312202007339,84.58760173431003,89.97864230583676
49,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.37603677035678,87.28312202007339,84.58760173431003,89.97864230583676
49,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.37603677035678,87.28312202007339,84.58760173431003,89.97864230583676
51,2023,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,22.83447322786399,89.78874118144569,88.33642440236044,91.24105796053094
51,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,22.83447322786399,89.78874118144569,88.33642440236044,91.24105796053094
51,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,22.83447322786399,89.78874118144569,88.33642440236044,91.24105796053094
52,2023,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,24.818774262318275,87.40726972281995,84.98305811197532,89.83148133366457
52,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,24.818774262318275,87.40726972281995,84.98305811197532,89.83148133366457
52,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,24.818774262318275,87.40726972281995,84.98305811197532,89.83148133366457
53,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.914793808997537,87.04223191716214,85.31681804859384,88.76764578573044
53,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.914793808997537,87.04223191716214,85.31681804859384,88.76764578573044
53,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.914793808997537,87.04223191716214,85.31681804859384,88.76764578573044
54,2021,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.19580882379172,88.71440000000001,72.48827871625433,104.9405212837457
54,2021,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.19580882379172,88.71440000000001,72.48827871625433,104.9405212837457
54,2021,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.19580882379172,88.71440000000001,72.48827871625433,104.9405212837457
58,2023,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.299589690765675,86.58662584826311,82.59600614193516,90.57724555459106
58,2023,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.299589690765675,86.58662584826311,82.59600614193516,90.57724555459106
58,2023,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.299589690765675,86.58662584826311,82.59600614193516,90.57724555459106
61,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,13.45548657130228,86.33858912041794,85.11775269693824,87.55942554389763
61,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,13.45548657130228,86.33858912041794,85.11775269693824,87.55942554389763
61,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,13.45548657130228,86.33858912041794,85.11775269693824,87.55942554389763
62,2023,MLB,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,28.204532932952947,89.26539670485343,87.43693051716309,91.09386289254377
62,2023,MLB,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,28.204532932952947,89.26539670485343,87.43693051716309,91.09386289254377
62,2023,MLB,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,28.204532932952947,89.26539670485343,87.43693051716309,91.09386289254377
63,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,14.433182279757547,82.56802312176099,81.22179621902355,83.91425002449843
63,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,14.433182279757547,82.56802312176099,81.22179621902355,83.91425002449843
63,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,14.433182279757547,82.56802312176099,81.22179621902355,83.91425002449843
64,2022,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,10.936448427026722,85.46888709366169,84.34021295565147,86.59756123167192
64,2022,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,10.936448427026722,85.46888709366169,84.34021295565147,86.59756123167192
64,2022,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,10.936448427026722,85.46888709366169,84.34021295565147,86.59756123167192
65,2023,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.102643266299467,86.26470702481724,84.27480445052274,88.25460959911175
65,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.102643266299467,86.26470702481724,84.27480445052274,88.25460959911175
65,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.102643266299467,86.26470702481724,84.27480445052274,88.25460959911175
66,2021,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,27.332375021825623,56.09175000000001,32.92503072094206,79.25846927905796
66,2021,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,27.332375021825623,56.09175000000001,32.92503072094206,79.25846927905796
66,2021,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,27.332375021825623,56.09175000000001,32.92503072094206,79.25846927905796
67,2023,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.494829983038187,85.70625023153985,84.05179703631539,87.36070342676432
67,2023,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.494829983038187,85.70625023153985,84.05179703631539,87.36070342676432
67,2023,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.494829983038187,85.70625023153985,84.05179703631539,87.36070342676432
69,2023,AAA,AA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,31.018941793276756,82.34467209150728,76.89918120182445,87.79016298119011
69,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,31.018941793276756,82.34467209150728,76.89918120182445,87.79016298119011
69,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,31.018941793276756,82.34467209150728,76.89918120182445,87.79016298119011
71,2023,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,26.68533272814476,87.03375762714612,82.67670139634544,91.3908138579468
71,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,26.68533272814476,87.03375762714612,82.67670139634544,91.3908138579468
71,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,26.68533272814476,87.03375762714612,82.67670139634544,91.3908138579468
75,2022,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,30.447238422169658,85.11061422765987,81.20940505434294,89.0118234009768
75,2022,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,30.447238422169658,85.11061422765987,81.20940505434294,89.0118234009768
75,2022,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,30.447238422169658,85.11061422765987,81.20940505434294,89.0118234009768
76,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,1.827972173942766,85.2097993269424,84.87958622714817,85.54001242673664
76,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,1.827972173942766,85.2097993269424,84.87958622714817,85.54001242673664
76,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,1.827972173942766,85.2097993269424,84.87958622714817,85.54001242673664
77,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,20.495953675960994,87.76567635268293,85.29724484393446,90.2341078614314
77,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,20.495953675960994,87.76567635268293,85.29724484393446,90.2341078614314
77,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,20.495953675960994,87.76567635268293,85.29724484393446,90.2341078614314
78,2021,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.394629118633063,84.84665000000001,78.67627826796435,91.01702173203567
78,2021,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.394629118633063,84.84665000000001,78.67627826796435,91.01702173203567
78,2021,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.394629118633063,84.84665000000001,78.67627826796435,91.01702173203567
79,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.67335358182075,84.68360280856534,82.6264499428022,86.74075567432848
79,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.67335358182075,84.68360280856534,82.6264499428022,86.74075567432848
79,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.67335358182075,84.68360280856534,82.6264499428022,86.74075567432848
80,2022,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,30.95879585327702,88.6673043488201,84.89853316138,92.43607553626019
80,2022,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,30.95879585327702,88.6673043488201,84.89853316138,92.43607553626019
80,2022,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,30.95879585327702,88.6673043488201,84.89853316138,92.43607553626019
83,2021,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.74625192206016,82.22944444444445,73.09825268525151,91.3606362036374
83,2021,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.74625192206016,82.22944444444445,73.09825268525151,91.3606362036374
83,2021,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.74625192206016,82.22944444444445,73.09825268525151,91.3606362036374
87,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,24.659413681772847,85.81413903951702,82.0709836872357,89.55729439179834
87,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,24.659413681772847,85.81413903951702,82.0709836872357,89.55729439179834
87,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,24.659413681772847,85.81413903951702,82.0709836872357,89.55729439179834
88,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,27.597253917067693,80.47254307932448,75.45112210461025,85.49396405403871
88,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,27.597253917067693,80.47254307932448,75.45112210461025,85.49396405403871
88,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,27.597253917067693,80.47254307932448,75.45112210461025,85.49396405403871
90,2023,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.38152005638231,88.78096934499193,82.62406419426918,94.93787449571468
90,2023,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.38152005638231,88.78096934499193,82.62406419426918,94.93787449571468
90,2023,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,19.38152005638231,88.78096934499193,82.62406419426918,94.93787449571468
91,2021,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,13.88599895025791,77.06489565217393,74.6012208524146,79.52857045193326
91,2021,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,13.88599895025791,77.06489565217393,74.6012208524146,79.52857045193326
91,2021,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,13.88599895025791,77.06489565217393,74.6012208524146,79.52857045193326
92,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,22.831526104398236,86.83335110921068,83.71551198002129,89.95119023840007
92,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,22.831526104398236,86.83335110921068,83.71551198002129,89.95119023840007
92,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,22.831526104398236,86.83335110921068,83.71551198002129,89.95119023840007
94,2023,AAA,AA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,20.962180496609065,89.30177030648306,87.38155505002634,91.22198556293979
94,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,20.962180496609065,89.30177030648306,87.38155505002634,91.22198556293979
94,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,20.962180496609065,89.30177030648306,87.38155505002634,91.22198556293979
98,2022,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,35.76588713133314,90.14477822228062,81.79539367817671,98.49416276638453
98,2022,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,35.76588713133314,90.14477822228062,81.79539367817671,98.49416276638453
98,2022,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,35.76588713133314,90.14477822228062,81.79539367817671,98.49416276638453
112,2023,AAA,AA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,21.882376468385367,88.79081319372658,86.60711628893004,90.97451009852311
112,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,21.882376468385367,88.79081319372658,86.60711628893004,90.97451009852311
112,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,21.882376468385367,88.79081319372658,86.60711628893004,90.97451009852311
114,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,12.0006580280656,85.98032741934314,84.92478648878193,87.03586834990435
114,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,12.0006580280656,85.98032741934314,84.92478648878193,87.03586834990435
114,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,12.0006580280656,85.98032741934314,84.92478648878193,87.03586834990435
117,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.57718642767547,89.8396214734319,88.17148653340539,91.50775641345842
117,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.57718642767547,89.8396214734319,88.17148653340539,91.50775641345842
117,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,16.57718642767547,89.8396214734319,88.17148653340539,91.50775641345842
119,2022,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.76346998128682,86.67366550958451,79.47121503150979,93.87611598765923
119,2022,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.76346998128682,86.67366550958451,79.47121503150979,93.87611598765923
119,2022,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,25.76346998128682,86.67366550958451,79.47121503150979,93.87611598765923
120,2023,MLB,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,34.64824908781053,88.42637989964993,84.73935697682678,92.11340282247308
120,2023,MLB,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,34.64824908781053,88.42637989964993,84.73935697682678,92.11340282247308
120,2023,MLB,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,34.64824908781053,88.42637989964993,84.73935697682678,92.11340282247308
121,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.782042536478656,84.88664381928908,82.07943182411117,87.69385581446699
121,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.782042536478656,84.88664381928908,82.07943182411117,87.69385581446699
121,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,21.782042536478656,84.88664381928908,82.07943182411117,87.69385581446699
127,2022,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,17.966610360077027,87.56708571203876,84.84930981843837,90.28486160563915
127,2022,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,17.966610360077027,87.56708571203876,84.84930981843837,90.28486160563915
127,2022,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,17.966610360077027,87.56708571203876,84.84930981843837,90.28486160563915
131,2023,MLB,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,22.860665956316936,88.79935731385913,85.67241959748073,91.92629503023754
131,2023,MLB,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,22.860665956316936,88.79935731385913,85.67241959748073,91.92629503023754
131,2023,MLB,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,22.860665956316936,88.79935731385913,85.67241959748073,91.92629503023754
137,2021,MLB,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.259874476178712,87.65694773933807,83.20940538241675,92.10449009625938
137,2021,MLB,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.259874476178712,87.65694773933807,83.20940538241675,92.10449009625938
137,2021,MLB,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.259874476178712,87.65694773933807,83.20940538241675,92.10449009625938
140,2021,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.3767641167106,82.52634833333335,77.31877009908605,87.73392656758064
140,2021,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.3767641167106,82.52634833333335,77.31877009908605,87.73392656758064
140,2021,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.3767641167106,82.52634833333335,77.31877009908605,87.73392656758064
145,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.858116667190796,87.94286178518203,85.8473470265857,90.03837654377837
145,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.858116667190796,87.94286178518203,85.8473470265857,90.03837654377837
145,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,18.858116667190796,87.94286178518203,85.8473470265857,90.03837654377837
146,2023,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,26.532612180936752,89.56765881305644,85.58701600532169,93.5483016207912
146,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,26.532612180936752,89.56765881305644,85.58701600532169,93.5483016207912
146,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,26.532612180936752,89.56765881305644,85.58701600532169,93.5483016207912
147,2021,AA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,9.859907891387746,84.69716698521964,83.43776262426925,85.95657134617002
147,2021,AA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,9.859907891387746,84.69716698521964,83.43776262426925,85.95657134617002
147,2021,AA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,9.859907891387746,84.69716698521964,83.43776262426925,85.95657134617002
148,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,14.065204889757776,91.28676706240003,89.98917790238815,92.58435622241191
148,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,14.065204889757776,91.28676706240003,89.98917790238815,92.58435622241191
148,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,14.065204889757776,91.28676706240003,89.98917790238815,92.58435622241191
149,2023,AAA,AA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.812864158970477,87.59028750415885,82.47604972675688,92.70452528156082
149,2023,AAA,AAA,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.812864158970477,87.59028750415885,82.47604972675688,92.70452528156082
149,2023,AAA,MLB,"Auto-ARIMAX(1, 0, 1)",auto_arima,,,27.812864158970477,87.59028750415885,82.47604972675688,92.70452528156082
151,2023,AAA,AA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,17.470458210494826,86.82354492584605,84.99954220706933,88.64754764462278
151,2023,AAA,AAA,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,17.470458210494826,86.82354492584605,84.99954220706933,88.64754764462278
151,2023,AAA,MLB,"Auto-ARIMAX(0, 0, 0)",auto_arima,,,17.470458210494826,86.82354492584605,84.99954220706933,88.64754764462278
152,2021,AAA,AA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,18.4035907325247,77.65073681735083,74.8842151069969,80.41725852770476
152,2021,AAA,AAA,"Auto-ARIMAX(1, 0, 0)",auto_arima,,,18.4035907325247,77.65073681735083,74.8842151069969,80.41725852770476
