batter_id,last_season,forecast_season,method,order,forecast,lower_95,upper_95,val_rmse,val_mae,val_aic
600,2019,2020,naive_last,,78.9545,,,,,
603,2019,2020,naive_last,,89.6866888888889,,,,,
607,2019,2020,naive_last,,85.21778333333333,,,,,
609,2019,2020,naive_last,,92.42065,,,,,
610,2019,2020,naive_last,,88.5901,,,,,
612,2019,2020,naive_last,,83.66607633928571,,,,,
614,2019,2020,naive_last,,85.94621282051283,,,,,
616,2019,2020,naive_last,,88.74899783783785,,,,,
619,2019,2020,naive_last,,70.5225,,,,,
621,2019,2020,naive_last,,90.10314296296296,,,,,
628,2019,2020,naive_last,,70.57765,,,,,
649,2019,2020,naive_last,,86.3895697368421,,,,,
655,2019,2020,naive_last,,88.8458643312102,,,,,
663,2019,2020,naive_last,,88.30087471910113,,,,,
666,2019,2020,naive_last,,85.57128544061304,,,,,
682,2019,2020,naive_last,,80.57291111111111,,,,,
686,2019,2020,naive_last,,82.90635,,,,,
687,2019,2020,naive_last,,87.75898571428571,,,,,
688,2019,2020,naive_last,,69.1185,,,,,
690,2019,2020,naive_last,,71.7209,,,,,
695,2019,2020,naive_last,,85.5485,,,,,
697,2019,2020,naive_last,,85.34478571428572,,,,,
698,2019,2020,naive_last,,91.44953713355049,,,,,
705,2019,2020,naive_last,,84.36318936170213,,,,,
707,2019,2020,naive_last,,80.37258265306123,,,,,
710,2019,2020,naive_last,,74.74704166666668,,,,,
725,2019,2020,naive_last,,89.25149292035398,,,,,
732,2019,2020,naive_last,,94.4197,,,,,
740,2019,2020,naive_last,,78.27684666666667,,,,,
743,2019,2020,naive_last,,84.64225555555555,,,,,
746,2019,2020,naive_last,,86.90253096234309,,,,,
752,2019,2020,naive_last,,64.0516,,,,,
760,2019,2020,naive_last,,89.74162704081633,,,,,
762,2019,2020,naive_last,,87.45546279069767,,,,,
764,2019,2020,naive_last,,88.06144587628866,,,,,
767,2019,2020,naive_last,,89.28135,,,,,
775,2019,2020,naive_last,,81.1634,,,,,
776,2019,2020,naive_last,,82.0858,,,,,
778,2019,2020,naive_last,,90.6611,,,,,
780,2019,2020,naive_last,,77.318075,,,,,
784,2019,2020,naive_last,,67.65118181818183,,,,,
787,2019,2020,naive_last,,85.52616527196652,,,,,
788,2019,2020,naive_last,,61.4253,,,,,
796,2019,2020,naive_last,,50.2274,,,,,
802,2019,2020,naive_last,,91.31106666666666,,,,,
806,2019,2020,naive_last,,85.81575945945947,,,,,
815,2019,2020,naive_last,,83.2472,,,,,
826,2019,2020,naive_last,,92.81401557377049,,,,,
827,2019,2020,naive_last,,78.47488571428572,,,,,
850,2019,2020,naive_last,,90.14532098765432,,,,,
852,2019,2020,naive_last,,66.96476666666666,,,,,
864,2019,2020,naive_last,,89.31197071823203,,,,,
865,2019,2020,naive_last,,88.12660152671756,,,,,
872,2019,2020,naive_last,,79.0668,,,,,
873,2019,2020,naive_last,,67.60929999999999,,,,,
877,2019,2020,naive_last,,89.00150067567569,,,,,
886,2019,2020,naive_last,,90.90194,,,,,
893,2019,2020,naive_last,,89.90474731182795,,,,,
901,2019,2020,naive_last,,83.10788686868688,,,,,
909,2019,2020,naive_last,,86.50596504854369,,,,,
914,2019,2020,naive_last,,88.77872058823529,,,,,
928,2019,2020,naive_last,,88.08797205882354,,,,,
930,2019,2020,naive_last,,89.784,,,,,
938,2019,2020,naive_last,,86.07963783783784,,,,,
944,2019,2020,naive_last,,78.58565,,,,,
951,2019,2020,naive_last,,94.15495,,,,,
957,2019,2020,naive_last,,90.37805068493151,,,,,
963,2019,2020,naive_last,,81.65729583333334,,,,,
967,2019,2020,naive_last,,86.333135,,,,,
972,2019,2020,naive_last,,89.4364296875,,,,,
981,2019,2020,naive_last,,91.09132295081967,,,,,
986,2019,2020,naive_last,,75.7214,,,,,
1003,2019,2020,naive_last,,81.36925,,,,,
1011,2019,2020,naive_last,,90.04091363636364,,,,,
1015,2019,2020,naive_last,,86.506005,,,,,
1023,2019,2020,naive_last,,76.3201,,,,,
1027,2019,2020,naive_last,,88.40296369863015,,,,,
1030,2019,2020,naive_last,,85.96306451612904,,,,,
1038,2019,2020,naive_last,,90.981,,,,,
1039,2019,2020,naive_last,,87.18678793103449,,,,,
1041,2019,2020,naive_last,,85.63973750000001,,,,,
1044,2019,2020,naive_last,,88.26436683417086,,,,,
1048,2019,2020,naive_last,,90.5738588235294,,,,,
1051,2019,2020,naive_last,,77.4868125,,,,,
1053,2019,2020,naive_last,,71.5042,,,,,
1062,2019,2020,naive_last,,79.42673333333333,,,,,
1070,2019,2020,naive_last,,86.49385416666667,,,,,
1071,2019,2020,naive_last,,83.38095445026178,,,,,
1078,2019,2020,naive_last,,65.1026,,,,,
1084,2019,2020,naive_last,,89.10583363636364,,,,,
1089,2019,2020,naive_last,,89.70515,,,,,
1098,2019,2020,naive_last,,89.17839830508474,,,,,
1100,2019,2020,naive_last,,82.9193294117647,,,,,
1101,2019,2020,naive_last,,86.91489999999999,,,,,
1102,2019,2020,naive_last,,88.26669561752989,,,,,
1106,2019,2020,naive_last,,58.889475000000004,,,,,
1110,2019,2020,naive_last,,81.73010000000001,,,,,
1118,2019,2020,naive_last,,80.06468,,,,,
1125,2019,2020,naive_last,,91.62521153846154,,,,,
1138,2019,2020,naive_last,,96.1772,,,,,
1145,2019,2020,naive_last,,67.6659,,,,,
1167,2019,2020,naive_last,,91.20341574074074,,,,,
1168,2019,2020,naive_last,,83.1296,,,,,
1182,2019,2020,naive_last,,84.715221875,,,,,
1183,2019,2020,naive_last,,84.87518266666667,,,,,
1187,2019,2020,naive_last,,91.62424210526315,,,,,
1198,2019,2020,naive_last,,82.36205714285714,,,,,
1199,2019,2020,naive_last,,71.10979999999999,,,,,
1201,2019,2020,naive_last,,89.08769333333333,,,,,
1219,2019,2020,naive_last,,79.5489125,,,,,
1221,2019,2020,naive_last,,86.10842962962963,,,,,
1222,2019,2020,naive_last,,83.41707777777778,,,,,
1225,2019,2020,naive_last,,86.06704257028112,,,,,
1232,2019,2020,naive_last,,80.11490625,,,,,
1233,2019,2020,naive_last,,84.97955,,,,,
1249,2019,2020,naive_last,,52.1741,,,,,
1251,2019,2020,naive_last,,76.65766,,,,,
1254,2019,2020,naive_last,,96.2971,,,,,
1255,2019,2020,naive_last,,87.97169193548386,,,,,
1256,2019,2020,naive_last,,76.254,,,,,
1263,2019,2020,naive_last,,93.11106,,,,,
1264,2019,2020,naive_last,,82.58364285714286,,,,,
1267,2019,2020,naive_last,,87.22133333333333,,,,,
1270,2019,2020,naive_last,,88.51906785714286,,,,,
1276,2019,2020,naive_last,,94.02170000000001,,,,,
1282,2019,2020,naive_last,,83.70278,,,,,
1285,2019,2020,naive_last,,76.56538333333333,,,,,
1294,2019,2020,naive_last,,86.0323,,,,,
1304,2019,2020,naive_last,,88.55008181818181,,,,,
1316,2019,2020,naive_last,,86.96320909090909,,,,,
1318,2019,2020,naive_last,,83.058,,,,,
1329,2019,2020,naive_last,,89.56262000000001,,,,,
1331,2019,2020,naive_last,,85.6764018018018,,,,,
1334,2019,2020,naive_last,,92.48542941176471,,,,,
1344,2019,2020,naive_last,,83.77005416666667,,,,,
1348,2019,2020,naive_last,,83.42691875,,,,,
1350,2019,2020,naive_last,,81.88268000000001,,,,,
1353,2019,2020,naive_last,,90.00519010989011,,,,,
1356,2019,2020,naive_last,,88.81400594059406,,,,,
1372,2019,2020,naive_last,,78.61945,,,,,
1382,2019,2020,naive_last,,85.23626185567011,,,,,
1387,2019,2020,naive_last,,92.3131,,,,,
1397,2019,2020,naive_last,,94.83183333333334,,,,,
1398,2019,2020,naive_last,,83.37053703703704,,,,,
1415,2019,2020,naive_last,,76.74215,,,,,
1426,2019,2020,naive_last,,86.05881428571429,,,,,
1430,2019,2020,naive_last,,86.88442205323193,,,,,
1450,2019,2020,naive_last,,93.12217966101696,,,,,
1451,2019,2020,naive_last,,87.02029607843137,,,,,
1453,2019,2020,naive_last,,86.43004523809525,,,,,
1458,2019,2020,naive_last,,84.9414,,,,,
1465,2019,2020,naive_last,,84.92800327868852,,,,,
1467,2019,2020,naive_last,,94.71974,,,,,
1476,2019,2020,naive_last,,97.303,,,,,
1478,2019,2020,naive_last,,90.71038571428572,,,,,
1483,2019,2020,naive_last,,84.6311,,,,,
1484,2019,2020,naive_last,,88.1046,,,,,
1487,2019,2020,naive_last,,80.78932,,,,,
1488,2019,2020,naive_last,,94.4475875,,,,,
1491,2019,2020,naive_last,,88.8284,,,,,
1500,2019,2020,naive_last,,98.459175,,,,,
1506,2019,2020,naive_last,,90.3690390625,,,,,
1533,2019,2020,naive_last,,85.56421666666667,,,,,
1534,2019,2020,naive_last,,88.63511420454546,,,,,
1541,2019,2020,naive_last,,86.1837813559322,,,,,
1544,2019,2020,naive_last,,90.21886304347825,,,,,
1545,2019,2020,naive_last,,71.3622,,,,,
1562,2019,2020,naive_last,,85.45587499999999,,,,,
1568,2019,2020,naive_last,,84.65617499999999,,,,,
1569,2019,2020,naive_last,,86.65015217391304,,,,,
1571,2019,2020,naive_last,,88.41868532110092,,,,,
1584,2019,2020,naive_last,,92.65455,,,,,
1585,2019,2020,naive_last,,85.45576039603961,,,,,
1608,2019,2020,naive_last,,84.57352978723404,,,,,
1617,2019,2020,naive_last,,100.7142,,,,,
1628,2019,2020,naive_last,,71.9591,,,,,
1632,2019,2020,naive_last,,75.0936,,,,,
1633,2019,2020,naive_last,,104.1734,,,,,
1642,2019,2020,naive_last,,87.21657398843931,,,,,
1643,2019,2020,naive_last,,81.1326,,,,,
1650,2019,2020,naive_last,,77.83451428571428,,,,,
1654,2019,2020,naive_last,,82.87904722222223,,,,,
1659,2019,2020,naive_last,,83.56689848484848,,,,,
1666,2019,2020,naive_last,,88.53834652173913,,,,,
1668,2019,2020,naive_last,,80.7855,,,,,
1673,2019,2020,naive_last,,72.61985,,,,,
1674,2019,2020,naive_last,,92.43756293706294,,,,,
1675,2019,2020,naive_last,,82.99299076923077,,,,,
1677,2019,2020,naive_last,,78.53132307692307,,,,,
1686,2019,2020,naive_last,,96.1632,,,,,
1694,2019,2020,naive_last,,83.9445,,,,,
1696,2019,2020,naive_last,,84.05250333333333,,,,,
1699,2019,2020,naive_last,,85.38891801242235,,,,,
1712,2019,2020,naive_last,,92.9889,,,,,
1725,2019,2020,naive_last,,53.98375,,,,,
1726,2019,2020,naive_last,,82.69311904761905,,,,,
1727,2019,2020,naive_last,,93.3049,,,,,
1731,2019,2020,naive_last,,87.1772,,,,,
1732,2019,2020,naive_last,,84.8863129032258,,,,,
1737,2019,2020,naive_last,,79.7604,,,,,
1749,2019,2020,naive_last,,62.61145,,,,,
1761,2019,2020,naive_last,,90.46448392857143,,,,,
1766,2019,2020,naive_last,,93.1632,,,,,
1769,2019,2020,naive_last,,91.74994403669724,,,,,
1774,2019,2020,naive_last,,81.43590243902439,,,,,
1782,2019,2020,naive_last,,80.1302,,,,,
1784,2019,2020,naive_last,,85.76452581967213,,,,,
1795,2019,2020,naive_last,,83.957925,,,,,
1796,2019,2020,naive_last,,88.44528711864407,,,,,
1797,2019,2020,naive_last,,39.6217,,,,,
1803,2019,2020,naive_last,,68.56355555555555,,,,,
1813,2019,2020,naive_last,,76.74866666666667,,,,,
1815,2019,2020,naive_last,,85.45976,,,,,
1821,2019,2020,naive_last,,81.82831666666667,,,,,
1823,2019,2020,naive_last,,86.907696,,,,,
1825,2019,2020,naive_last,,85.94638963963963,,,,,
1826,2019,2020,naive_last,,89.46065,,,,,
1832,2019,2020,naive_last,,91.61554790697674,,,,,
1833,2019,2020,naive_last,,83.94952222222221,,,,,
1843,2019,2020,naive_last,,78.9493,,,,,
1845,2019,2020,naive_last,,82.39086172839507,,,,,
1854,2019,2020,naive_last,,95.5881,,,,,
1855,2019,2020,naive_last,,62.8093,,,,,
1859,2019,2020,naive_last,,81.16135,,,,,
1868,2019,2020,naive_last,,87.92012222222222,,,,,
1877,2019,2020,naive_last,,88.55567359999999,,,,,
1878,2019,2020,naive_last,,95.12135,,,,,
1884,2019,2020,naive_last,,82.960115,,,,,
1887,2019,2020,naive_last,,87.9347214953271,,,,,
1892,2019,2020,naive_last,,89.62866487455197,,,,,
1895,2019,2020,naive_last,,87.46996,,,,,
1896,2019,2020,naive_last,,78.03192142857142,,,,,
1899,2019,2020,naive_last,,82.8616,,,,,
1901,2019,2020,naive_last,,88.705175,,,,,
1910,2019,2020,naive_last,,98.5596,,,,,
1911,2019,2020,naive_last,,82.34104444444444,,,,,
1913,2019,2020,naive_last,,87.30974322916667,,,,,
1921,2019,2020,naive_last,,84.9388,,,,,
1936,2019,2020,naive_last,,86.22554533333333,,,,,
1946,2019,2020,naive_last,,77.2329,,,,,
1951,2019,2020,naive_last,,87.14005,,,,,
1964,2019,2020,naive_last,,84.5472,,,,,
1968,2019,2020,naive_last,,71.1341,,,,,
1972,2019,2020,naive_last,,89.18326456310679,,,,,
1975,2019,2020,naive_last,,71.55816666666666,,,,,
1978,2019,2020,naive_last,,94.2998,,,,,
1981,2019,2020,naive_last,,92.8073,,,,,
1987,2019,2020,naive_last,,89.0068,,,,,
1993,2019,2020,naive_last,,95.4464,,,,,
2003,2019,2020,naive_last,,88.78685714285714,,,,,
2004,2019,2020,naive_last,,88.94104375,,,,,
2011,2019,2020,naive_last,,83.66864827586207,,,,,
2016,2019,2020,naive_last,,87.35525179282868,,,,,
2022,2019,2020,naive_last,,99.44720000000001,,,,,
2029,2019,2020,naive_last,,88.2378142857143,,,,,
2043,2019,2020,naive_last,,95.9496,,,,,
2045,2019,2020,naive_last,,88.18463333333334,,,,,
2046,2019,2020,naive_last,,81.32002857142857,,,,,
2047,2019,2020,naive_last,,80.43825194805194,,,,,
2048,2019,2020,naive_last,,84.23042777777778,,,,,
2053,2019,2020,naive_last,,86.77477272727273,,,,,
2055,2019,2020,naive_last,,73.85621111111111,,,,,
2065,2019,2020,naive_last,,93.45692222222222,,,,,
2071,2019,2020,naive_last,,85.2946,,,,,
2080,2019,2020,naive_last,,84.31815,,,,,
2082,2019,2020,naive_last,,78.50837777777778,,,,,
2087,2019,2020,naive_last,,86.19033543859649,,,,,
2095,2019,2020,naive_last,,99.9307,,,,,
2112,2019,2020,naive_last,,76.29103333333333,,,,,
2128,2019,2020,naive_last,,93.02383529411765,,,,,
2134,2019,2020,naive_last,,45.4246,,,,,
2135,2019,2020,naive_last,,91.412,,,,,
2145,2019,2020,naive_last,,79.1797,,,,,
2150,2019,2020,naive_last,,98.204,,,,,
2165,2019,2020,naive_last,,85.993396875,,,,,
2168,2019,2020,naive_last,,92.7885,,,,,
2184,2019,2020,naive_last,,91.26005,,,,,
2186,2019,2020,naive_last,,87.219505,,,,,
2187,2019,2020,naive_last,,102.0884,,,,,
2188,2019,2020,naive_last,,90.59251312741313,,,,,
2191,2019,2020,naive_last,,86.8023,,,,,
2198,2019,2020,naive_last,,80.97059999999999,,,,,
2200,2019,2020,naive_last,,74.960425,,,,,
2213,2019,2020,naive_last,,88.59253,,,,,
2215,2019,2020,naive_last,,88.74040357142856,,,,,
2221,2019,2020,naive_last,,86.22235,,,,,
2222,2019,2020,naive_last,,87.41306923076922,,,,,
2227,2019,2020,naive_last,,85.5817875,,,,,
2229,2019,2020,naive_last,,85.1905,,,,,
2236,2019,2020,naive_last,,81.48100344827586,,,,,
2240,2019,2020,naive_last,,88.04875384615386,,,,,
2245,2019,2020,naive_last,,86.63985775401069,,,,,
2246,2019,2020,naive_last,,89.0147224489796,,,,,
2249,2019,2020,naive_last,,86.60299292035398,,,,,
2251,2019,2020,naive_last,,85.59663259259258,,,,,
2256,2019,2020,naive_last,,84.38550869565218,,,,,
2264,2019,2020,naive_last,,92.6541,,,,,
2277,2019,2020,naive_last,,86.40927751937984,,,,,
2287,2019,2020,naive_last,,87.61997794117646,,,,,
2305,2019,2020,naive_last,,87.3905985645933,,,,,
2318,2019,2020,naive_last,,66.2547,,,,,
2322,2019,2020,naive_last,,84.8603659090909,,,,,
2323,2019,2020,naive_last,,85.408925,,,,,
2329,2019,2020,naive_last,,82.5817,,,,,
2331,2019,2020,naive_last,,84.41161064814814,,,,,
2333,2019,2020,naive_last,,92.05656616541354,,,,,
2337,2019,2020,naive_last,,86.17819090909092,,,,,
2357,2019,2020,naive_last,,88.54206666666666,,,,,
2358,2019,2020,naive_last,,90.41513129770992,,,,,
2360,2019,2020,naive_last,,87.22219285714286,,,,,
2364,2019,2020,naive_last,,86.44858764044943,,,,,
2367,2019,2020,naive_last,,87.68705862068965,,,,,
2371,2019,2020,naive_last,,89.87525,,,,,
2374,2019,2020,naive_last,,77.6179,,,,,
2382,2019,2020,naive_last,,85.030975,,,,,
2391,2019,2020,naive_last,,80.57284999999999,,,,,
2392,2019,2020,naive_last,,91.4519,,,,,
2399,2019,2020,naive_last,,92.2528641509434,,,,,
2403,2019,2020,naive_last,,85.58715925925927,,,,,
2406,2019,2020,naive_last,,50.9387,,,,,
2411,2019,2020,naive_last,,71.81676,,,,,
2412,2019,2020,naive_last,,89.73144761904761,,,,,
2438,2019,2020,naive_last,,93.01375,,,,,
2440,2019,2020,naive_last,,89.3749,,,,,
2443,2019,2020,naive_last,,88.2685,,,,,
2453,2019,2020,naive_last,,86.65623333333333,,,,,
2457,2019,2020,naive_last,,82.9156074074074,,,,,
2477,2019,2020,naive_last,,79.81222692307693,,,,,
2480,2019,2020,naive_last,,89.744,,,,,
2482,2019,2020,naive_last,,83.8988,,,,,
2485,2019,2020,naive_last,,87.17558852459017,,,,,
2487,2019,2020,naive_last,,75.7099,,,,,
2491,2019,2020,naive_last,,87.12046197718631,,,,,
2498,2019,2020,naive_last,,80.2822,,,,,
2506,2019,2020,naive_last,,81.260025,,,,,
2519,2019,2020,naive_last,,78.33664999999999,,,,,
2522,2019,2020,naive_last,,66.37083333333334,,,,,
2525,2019,2020,naive_last,,90.03645703703704,,,,,
2531,2019,2020,naive_last,,90.74057582781457,,,,,
2534,2019,2020,naive_last,,86.76290277777778,,,,,
2536,2019,2020,naive_last,,77.1574,,,,,
2538,2019,2020,naive_last,,63.419,,,,,
2539,2019,2020,naive_last,,84.34316833333334,,,,,
2540,2019,2020,naive_last,,79.48016666666666,,,,,
2542,2019,2020,naive_last,,86.00254157303371,,,,,
2552,2019,2020,naive_last,,79.74127727272727,,,,,
2554,2019,2020,naive_last,,85.17317910447761,,,,,
2571,2019,2020,naive_last,,84.67760000000001,,,,,
2583,2019,2020,naive_last,,87.9466743315508,,,,,
2584,2019,2020,naive_last,,94.1684,,,,,
2608,2019,2020,naive_last,,73.5025,,,,,
2620,2019,2020,naive_last,,96.4704,,,,,
2622,2019,2020,naive_last,,89.06053481481482,,,,,
2623,2019,2020,naive_last,,84.25318314606741,,,,,
2626,2019,2020,naive_last,,87.5831,,,,,
2628,2019,2020,naive_last,,78.69257999999999,,,,,
2639,2019,2020,naive_last,,74.7754,,,,,
2641,2019,2020,naive_last,,81.70716666666667,,,,,
2644,2019,2020,naive_last,,89.97789999999999,,,,,
2647,2019,2020,naive_last,,89.34804318181818,,,,,
2649,2019,2020,naive_last,,86.14548333333333,,,,,
2650,2019,2020,naive_last,,90.4980705882353,,,,,
2652,2019,2020,naive_last,,89.38940891719744,,,,,
2654,2019,2020,naive_last,,84.55093203125,,,,,
2662,2019,2020,naive_last,,87.69295502645502,,,,,
2669,2019,2020,naive_last,,90.9559484375,,,,,
2672,2019,2020,naive_last,,90.2934,,,,,
2675,2019,2020,naive_last,,88.05886857142858,,,,,
2678,2019,2020,naive_last,,64.77085,,,,,
2683,2019,2020,naive_last,,75.6281,,,,,
2687,2019,2020,naive_last,,79.4421,,,,,
2691,2019,2020,naive_last,,88.438253125,,,,,
2696,2019,2020,naive_last,,82.55379917355373,,,,,
2701,2019,2020,naive_last,,95.6141,,,,,
2704,2019,2020,naive_last,,88.29276666666668,,,,,
2706,2019,2020,naive_last,,57.5352,,,,,
2707,2019,2020,naive_last,,94.3771,,,,,
2717,2019,2020,naive_last,,79.00735,,,,,
2721,2019,2020,naive_last,,73.1196,,,,,
2736,2019,2020,naive_last,,90.16443846153847,,,,,
2742,2019,2020,naive_last,,82.595075,,,,,
2744,2019,2020,naive_last,,74.44937857142858,,,,,
2757,2019,2020,naive_last,,87.24889292452829,,,,,
2770,2019,2020,naive_last,,85.88468,,,,,
2776,2019,2020,naive_last,,95.1186,,,,,
2778,2019,2020,naive_last,,85.2616,,,,,
2781,2019,2020,naive_last,,91.4332,,,,,
2788,2019,2020,naive_last,,73.74866666666667,,,,,
2792,2019,2020,naive_last,,88.7174580952381,,,,,
2796,2019,2020,naive_last,,85.73381206030152,,,,,
2802,2019,2020,naive_last,,88.13866617647058,,,,,
2821,2019,2020,naive_last,,86.03425714285714,,,,,
2826,2019,2020,naive_last,,91.9327,,,,,
2841,2019,2020,naive_last,,97.5231,,,,,
2842,2019,2020,naive_last,,98.194775,,,,,
2848,2019,2020,naive_last,,87.69261275167786,,,,,
2859,2019,2020,naive_last,,83.08155714285714,,,,,
2861,2019,2020,naive_last,,87.49957108013938,,,,,
2866,2019,2020,naive_last,,95.9984,,,,,
2873,2019,2020,naive_last,,86.25110000000001,,,,,
2875,2019,2020,naive_last,,76.5324,,,,,
2876,2019,2020,naive_last,,83.1882,,,,,
2882,2019,2020,naive_last,,87.54945616438357,,,,,
2885,2019,2020,naive_last,,88.8397,,,,,
2890,2019,2020,naive_last,,83.7712447204969,,,,,
2892,2019,2020,naive_last,,84.1249984126984,,,,,
2898,2019,2020,naive_last,,91.58760779220779,,,,,
2900,2019,2020,naive_last,,81.86201111111112,,,,,
2905,2019,2020,naive_last,,77.18338,,,,,
2919,2019,2020,naive_last,,83.2617,,,,,
2920,2019,2020,naive_last,,53.7241,,,,,
2923,2019,2020,naive_last,,86.16360793650794,,,,,
2930,2019,2020,naive_last,,96.7695,,,,,
2938,2019,2020,naive_last,,87.401974566474,,,,,
2944,2019,2020,naive_last,,92.85333894736841,,,,,
2947,2019,2020,naive_last,,74.03572307692308,,,,,
2949,2019,2020,naive_last,,77.53774999999999,,,,,
2961,2019,2020,naive_last,,90.25806666666666,,,,,
2970,2019,2020,naive_last,,82.73773333333334,,,,,
2976,2019,2020,naive_last,,81.06978571428571,,,,,
2986,2019,2020,naive_last,,88.67428068181817,,,,,
