,season,batter_id,age,last_season,target_level_2024,seasons_in_data,total_observations,recent_performance,method,fit_mode,val_rmse,val_mae,val_aic,arima_order_p,arima_order_d,arima_order_q,forecast,lower_95,upper_95,prediction_std
10,2024,45,26.6,2023.0,MLB,3.0,873.0,90.4342724025974,"ARIMAX(0, 0, 0)",aic,,,-47.1274067257943,0.0,0.0,0.0,90.55221386332109,90.55220376685938,90.5522239597828,5.151255973253089e-06
11,2024,49,28.0,2023.0,MLB,5.0,800.0,85.50161216216216,"ARIMAX(0, 0, 0)",aic,,,-90.35404540580976,0.0,0.0,0.0,85.61461453432302,85.61460447524586,85.6146245934002,5.1321822293082696e-06
12,2024,52,25.3,2023.0,MLB,3.0,726.0,87.34862430379746,"ARIMAX(0, 0, 0)",aic,,,-49.91720589055599,0.0,0.0,0.0,87.39720907003407,87.39719885780195,87.39721928226618,5.210322506323624e-06
13,2024,53,31.6,2023.0,MLB,5.0,923.0,85.3847125,"ARIMAX(0, 0, 0)",cv,3.147296747145667,2.980146812108117,-35.715509203328466,0.0,0.0,0.0,84.52567299668699,84.52566523469875,84.52568075867524,3.960198083295929e-06
14,2024,61,26.4,2023.0,MLB,5.0,973.0,86.07920078125,"ARIMAX(0, 0, 0)",aic,,,-89.68586945638799,0.0,0.0,0.0,82.72278975049352,82.72277946845702,82.72280003253002,5.245936989115076e-06
15,2024,62,31.2,2023.0,MLB,5.0,1293.0,88.83677922848665,"ARIMAX(0, 0, 0)",aic,,,-91.67003806818974,0.0,0.0,0.0,89.04636459664728,89.04635512246486,89.0463740708297,4.833766540776437e-06
16,2024,77,29.0,2023.0,MLB,5.0,1209.0,89.1969954653938,"ARIMAX(0, 0, 0)",cv,2.4486004290428984,2.0056256075005265,-36.12332649192317,0.0,0.0,0.0,90.41362657541802,90.41361871224208,90.41363443859396,4.011824458126396e-06
17,2024,79,28.9,2023.0,MLB,5.0,1182.0,82.69071397058823,"ARIMAX(0, 0, 0)",aic,,,-90.35491540918626,0.0,0.0,0.0,82.69003788493875,82.69002780938946,82.69004796048803,5.140586369277246e-06
18,2024,88,31.1,2023.0,MLB,5.0,449.0,77.18993614457831,"ARIMAX(0, 0, 0)",cv,12.899723721907556,12.271210272981534,-39.981126563343786,0.0,0.0,0.0,77.23834074094121,77.23833284018112,77.23834864170131,4.0310000489468196e-06
19,2024,94,26.0,2023.0,MLB,5.0,1104.0,88.94329352226721,"ARIMAX(0, 0, 0)",aic,,,-92.11402309076593,0.0,0.0,0.0,89.41193178431243,89.41192162606363,89.41194194256123,5.182779999273054e-06
20,2024,101,21.8,2023.0,MLB,1.0,201.0,92.44933830845773,fallback_last_plus_level,simple_arima,,,13.891198667442616,,,,96.94933830845773,,,
21,2024,114,29.3,2023.0,MLB,5.0,1156.0,84.99090989010989,"ARIMAX(0, 0, 0)",aic,,,-93.04828165976896,0.0,0.0,0.0,84.25031466751977,84.25030690351724,84.2503224315223,3.9612257818571005e-06
22,2024,117,29.7,2023.0,MLB,5.0,1752.0,90.64379405286344,"ARIMAX(0, 0, 0)",cv,4.544834491083376,4.294998292967406,-36.07842509388645,0.0,0.0,0.0,90.75266468273006,90.75265686914364,90.75267249631648,3.986523684405405e-06
23,2024,121,27.9,2023.0,MLB,5.0,846.0,86.22562588652482,"ARIMAX(0, 0, 0)",aic,,,-90.15344747893047,0.0,0.0,0.0,79.42764400404825,79.42763457760704,79.42765343048946,4.809408780523213e-06
24,2024,131,31.3,2023.0,MLB,5.0,1490.0,91.59732449888642,"ARIMAX(0, 0, 0)",cv,0.971946937675226,0.9476874822634612,-37.80381678476404,0.0,0.0,0.0,94.68747176900402,94.68746398214796,94.6874795558601,3.972885751898744e-06
25,2024,133,22.2,2023.0,MLB,2.0,387.0,88.54819534246576,"ARIMAX(0, 0, 0)",aic,,,-27.198213349333983,0.0,0.0,0.0,54.98556097030934,54.98554947599172,54.98557246462697,5.8644477682164785e-06
26,2024,144,25.2,2023.0,MLB,2.0,575.0,89.0923596491228,"ARIMAX(0, 0, 0)",aic,,,-29.364923389458227,0.0,0.0,0.0,89.09235496177244,89.09234713129129,89.0923627922536,3.99514344509294e-06
27,2024,145,28.4,2023.0,MLB,5.0,1303.0,89.29712572254334,"ARIMAX(0, 0, 0)",cv,4.463405453432446,4.398433765172818,-36.11082234700302,0.0,0.0,0.0,86.7290654100486,86.72905760780446,86.72907321229275,3.980736806852292e-06
28,2024,150,24.2,2023.0,MLB,2.0,340.0,87.56286059602648,"ARIMAX(0, 0, 0)",aic,,,-31.27027172665676,0.0,0.0,0.0,87.56285590425796,87.5628480691798,87.56286373933612,3.997488859658451e-06
29,2024,153,28.3,2023.0,MLB,5.0,951.0,87.83356295081968,"ARIMAX(0, 0, 0)",aic,,,-90.99044868514255,0.0,0.0,0.0,87.77471515860559,87.77470545766424,87.77472485954694,4.949459871429043e-06
30,2024,166,25.9,2023.0,MLB,5.0,1379.0,87.38228704103672,"ARIMAX(0, 0, 0)",cv,7.839242510416446,7.651601138152671,-36.4358792321579,0.0,0.0,0.0,87.61907990393978,87.61907198629477,87.61908782158478,4.039614799583024e-06
31,2024,175,29.7,2023.0,MLB,5.0,894.0,91.64087830508474,"ARIMAX(0, 0, 0)",cv,7.960778131535567,5.976401340680972,-40.09333425708136,0.0,0.0,0.0,91.85410082313516,91.85409069064228,91.85411095562804,5.169639229168343e-06
32,2024,176,30.9,2023.0,MLB,5.0,1006.0,91.65061118421052,"ARIMAX(0, 0, 0)",cv,3.3398284275188708,3.231611523487423,-37.79895315979659,0.0,0.0,0.0,91.18725148278642,91.187243719611,91.18725924596184,3.96080379197642e-06
33,2024,177,29.0,2023.0,MLB,5.0,1549.0,89.58138414322251,"ARIMAX(0, 0, 0)",cv,4.7073622364307735,4.329182013953748,-36.64175727871225,0.0,0.0,0.0,90.19588842029204,90.1958806542107,90.19589618637336,3.962286397398072e-06
34,2024,190,32.4,2023.0,MLB,5.0,1506.0,88.25785683646113,"ARIMAX(0, 0, 0)",cv,2.5631776355093208,2.485619651149001,-40.05310371647079,0.0,0.0,0.0,87.26798349574463,87.26797562872977,87.26799136275949,4.0137830909288265e-06
35,2024,201,24.6,2023.0,MLB,3.0,1041.0,87.1017054404145,"ARIMAX(0, 0, 0)",aic,,,-46.999029847382474,0.0,0.0,0.0,85.32004516640978,85.32003539471417,85.3200549381054,4.985558987868899e-06
36,2024,206,22.4,2023.0,MLB,1.0,423.0,87.22893356973997,fallback_last_plus_level,simple_arima,,,13.774949232152544,,,,87.22893356973997,,,
37,2024,228,27.4,2023.0,MLB,5.0,716.0,86.48036694214876,"ARIMAX(0, 0, 0)",aic,,,-102.57463902101364,0.0,0.0,0.0,84.56569790414325,84.56569011392891,84.56570569435759,3.974599153201668e-06
38,2024,232,32.2,2023.0,MLB,5.0,1925.0,85.30587771428571,"ARIMAX(0, 0, 0)",cv,0.7617959220397506,0.610695933561118,-37.825973469865545,0.0,0.0,0.0,84.32892754989109,84.32891963163226,84.32893546814992,4.039927974919028e-06
39,2024,235,33.8,2023.0,MLB,5.0,2371.0,88.25225287539936,"ARIMAX(0, 0, 0)",cv,1.3000614766528389,1.2991259100735348,-42.07992842467512,0.0,0.0,0.0,87.49710483556832,87.49191855532065,87.50229111581599,0.0026460613508523
40,2024,241,32.9,2023.0,MLB,5.0,1506.0,86.36644883040935,"ARIMAX(0, 0, 0)",cv,1.845750010622104,1.4946468734388605,-40.07785618303032,0.0,0.0,0.0,85.37719959749798,85.37719176037977,85.37720743461618,3.9985296960097985e-06
41,2024,260,33.3,2023.0,MLB,5.0,708.0,87.27889935064935,"ARIMAX(0, 0, 0)",cv,2.122874029088266,2.1130703696891047,-36.14424285645848,0.0,0.0,0.0,86.05084254466304,86.05083475143454,86.05085033789155,3.976136992445372e-06
42,2024,265,25.3,2023.0,MLB,5.0,2090.0,92.173382421875,"ARIMAX(0, 0, 0)",cv,7.599903291472399,5.928475751422539,-40.069496581136455,0.0,0.0,0.0,90.70003260760886,90.70002477606664,90.7000404391511,3.995684813403665e-06
43,2024,270,29.3,2023.0,MLB,5.0,578.0,86.86457,"ARIMAX(0, 0, 0)",cv,8.481020314084372,6.17593192255508,-39.556323136464854,0.0,0.0,0.0,97.12173585431916,97.12172605209273,97.12174565654564,5.001135947998833e-06
44,2024,281,25.1,2023.0,MLB,3.0,278.0,78.9793681632653,"ARIMAX(0, 0, 0)",aic,,,-48.71908943542938,0.0,0.0,0.0,68.2433543048375,68.24334260053476,68.24336600914023,5.9715830285169285e-06
45,2024,287,22.3,2023.0,MLB,2.0,658.0,86.92477019438444,"ARIMAX(0, 0, 0)",aic,,,-24.903153212803275,0.0,0.0,0.0,67.12359752983514,67.12358771267726,67.12360734699301,5.0087540174394125e-06
46,2024,288,26.5,2023.0,MLB,2.0,31.0,79.85861052631579,"ARIMAX(0, 0, 0)",aic,,,-29.314968654295512,0.0,0.0,0.0,79.85860580028256,79.8585979316919,79.85861366887322,4.014587070034339e-06
47,2024,289,25.3,2023.0,MLB,3.0,601.0,85.41042060606061,"ARIMAX(0, 0, 0)",aic,,,-47.82682658435801,0.0,0.0,0.0,85.0924916270888,85.09248137809625,85.09250187608136,5.229077832867155e-06
48,2024,290,27.5,2023.0,MLB,5.0,1125.0,89.46725637393767,"ARIMAX(0, 0, 0)",aic,,,-91.053547603216,0.0,0.0,0.0,91.24821323431286,91.2482054692589,91.2482209993668,3.961762219871291e-06
49,2024,292,33.9,2023.0,MLB,5.0,1471.0,86.26476163265306,"ARIMAX(0, 0, 0)",cv,3.414816072271293,3.3053114178921703,-40.04365719846845,0.0,0.0,0.0,86.54455393219243,86.54454602471903,86.54456183966583,4.034425205703679e-06
50,2024,294,27.1,2023.0,MLB,2.0,535.0,88.05075980392158,"ARIMAX(0, 0, 0)",aic,,,-26.60942422378448,0.0,0.0,0.0,82.00143781019368,82.00142807333627,82.00144754705109,4.96778439156162e-06
51,2024,296,35.4,2023.0,MLB,5.0,1570.0,87.88326584699453,"ARIMAX(0, 0, 0)",cv,1.4972597711502822,1.3092445961113626,-40.06814919382899,0.0,0.0,0.0,88.15851919335546,88.15851129604447,88.15852709066645,4.029240302856477e-06
52,2024,310,29.0,2023.0,MLB,5.0,1183.0,86.8073620795107,"ARIMAX(0, 0, 0)",aic,,,-93.34390585282333,0.0,0.0,0.0,87.76878497823782,87.76877710793774,87.7687928485379,4.0154592249903046e-06
53,2024,311,27.3,2023.0,MLB,3.0,529.0,82.96323974358974,"ARIMAX(0, 0, 0)",aic,,,-46.957632894882394,0.0,0.0,0.0,70.01679235815372,70.01678282056073,70.01680189574671,4.866118871114961e-06
54,2024,314,28.6,2023.0,MLB,5.0,1958.0,88.34641747572816,"ARIMAX(0, 0, 0)",cv,1.7217884111786972,1.4804293148148844,-40.705863136907425,0.0,0.0,0.0,88.10157379028291,88.10156376806599,88.10158381249984,5.113375982952156e-06
55,2024,323,27.4,2023.0,MLB,5.0,1436.0,92.16077196969697,"ARIMAX(0, 0, 0)",cv,3.784447196301328,3.1989702084411604,-38.04030612764483,0.0,0.0,0.0,92.98798778332788,92.98797996162206,92.9879956050337,3.990666235560119e-06
56,2024,329,27.6,2023.0,MLB,5.0,1328.0,85.81954068322982,"ARIMAX(0, 0, 0)",aic,,,-92.44791269095506,0.0,0.0,0.0,84.56322540642948,84.56321758435703,84.56323322850193,3.990853289560526e-06
57,2024,355,30.4,2023.0,MLB,5.0,1905.0,89.30519464720194,"ARIMAX(0, 0, 0)",cv,1.637065033036868,1.562818428677872,-40.39609340845201,0.0,0.0,0.0,89.28615086338834,89.28614296776537,89.28615875901131,4.0283790670572465e-06
58,2024,357,23.5,2023.0,MLB,2.0,574.0,87.860173989899,"ARIMAX(0, 0, 0)",aic,,,-25.310781275789267,0.0,0.0,0.0,78.74821325670429,78.74820266912593,78.74822384428265,5.401825693327886e-06
59,2024,360,26.1,2023.0,MLB,5.0,1033.0,88.59117854671281,"ARIMAX(0, 0, 0)",cv,18.09063027682602,17.68109690697046,-36.03110376775991,0.0,0.0,0.0,89.52026416533313,89.5202547404965,89.52027359016977,4.808590119284641e-06
60,2024,361,26.1,2023.0,MLB,3.0,826.0,91.67938012232416,"ARIMAX(0, 0, 0)",aic,,,-48.389129762620485,0.0,0.0,0.0,69.11602838764902,69.11601781126922,69.11603896402883,5.396112146685278e-06
61,2024,362,30.8,2023.0,MLB,5.0,885.0,86.95116625,"ARIMAX(0, 0, 0)",aic,,,-90.24249520568549,0.0,0.0,0.0,84.44876647222384,84.44875691524857,84.44877602919911,4.8760077916364135e-06
62,2024,364,31.3,2023.0,MLB,5.0,1534.0,92.55700772833724,"ARIMAX(0, 0, 0)",cv,31.273305792246543,24.501264177812356,-41.658427507611506,0.0,0.0,0.0,93.4546228944607,93.45461513874656,93.45463065017483,3.956997008516533e-06
63,2024,367,28.2,2023.0,MLB,5.0,761.0,91.18419497206705,"ARIMAX(0, 0, 0)",aic,,,-92.0419114124579,0.0,0.0,0.0,95.15283385388614,95.1528237297808,95.15284397799148,5.165359869535251e-06
64,2024,375,31.7,2023.0,MLB,5.0,2005.0,87.61659877300613,"ARIMAX(0, 0, 0)",cv,2.437133315372665,2.4242394106838105,-41.8407462681872,0.0,0.0,0.0,86.52524674218185,86.52124036809306,86.52925311627064,0.0020440684126473
65,2024,380,22.2,2023.0,MLB,1.0,272.0,88.23825882352942,fallback_last_plus_level,simple_arima,,,13.79795835134858,,,,92.73825882352942,,,
66,2024,381,30.9,2023.0,MLB,5.0,1241.0,88.29449885057471,"ARIMAX(0, 0, 0)",cv,6.503241977874297,5.575357324072193,-37.75117348855795,0.0,0.0,0.0,84.49589816612392,84.49589041255105,84.4959059196968,3.955904527308993e-06
67,2024,383,29.6,2023.0,MLB,5.0,1865.0,89.42509523809524,"ARIMAX(0, 0, 0)",cv,0.767460923240998,0.5658844160767202,-42.39127310564549,0.0,0.0,0.0,88.62799939694884,88.62753950991821,88.62845928397947,0.0002346362401171
68,2024,387,25.0,2023.0,MLB,2.0,590.0,82.84872406779661,"ARIMAX(0, 0, 0)",aic,,,-24.7942585828782,0.0,0.0,0.0,61.168119339640185,61.16810815258408,61.16813052669629,5.707681685108508e-06
69,2024,390,23.9,,,,,,,,,,,,,,,,,
70,2024,401,29.8,2023.0,MLB,5.0,775.0,84.11006277372263,"ARIMAX(0, 0, 0)",cv,4.505854976264337,3.5292002190029024,-40.94894169248356,0.0,0.0,0.0,84.59502751852243,84.59501967447609,84.59503536256877,4.002064457608867e-06
71,2024,403,35.0,2023.0,MLB,5.0,647.0,84.4088576,"ARIMAX(0, 0, 0)",cv,4.817916345839741,3.914516288309379,-37.39590281872758,0.0,0.0,0.0,100.02235692559968,100.02234635114276,100.0223675000566,5.395131082928967e-06
72,2024,407,35.8,2023.0,MLB,5.0,1258.0,88.99097304347826,"ARIMAX(0, 0, 0)",cv,1.5908451653697866,1.5767553182506404,-40.079003948409365,0.0,0.0,0.0,88.38510812402413,88.3851002765914,88.38511597145686,4.003792207524793e-06
73,2024,412,22.9,2023.0,MLB,2.0,603.0,87.61587846889952,"ARIMAX(0, 0, 0)",aic,,,-25.47636303029964,0.0,0.0,0.0,87.61587361801443,87.61586586109092,87.61588137493794,3.957614035127744e-06
74,2024,414,26.7,2023.0,MLB,3.0,781.0,89.0646115,"ARIMAX(0, 0, 0)",aic,,,-47.48354279909813,0.0,0.0,0.0,88.94600603467848,88.94599826846856,88.9460138008884,3.962351999343717e-06
75,2024,415,27.7,2023.0,MLB,5.0,750.0,91.70198255813952,"ARIMAX(0, 0, 0)",aic,,,-92.3355912301432,0.0,0.0,0.0,94.13755292047964,94.13754335298806,94.13756248797124,4.881373259343732e-06
76,2024,419,24.1,2023.0,MLB,5.0,1670.0,87.90749415448852,"ARIMAX(0, 0, 0)",cv,8.616703004461506,8.163642772609798,-37.72633263447992,0.0,0.0,0.0,90.30722929792344,90.30721920708598,90.30723938876088,5.148386453665158e-06
77,2024,420,36.0,2023.0,MLB,5.0,1982.0,89.45107139037434,"ARIMAX(0, 0, 0)",cv,0.6340095990270187,0.4733339176206428,-40.66808662019184,0.0,0.0,0.0,88.8947031063414,88.89469302706173,88.89471318562106,5.1424896232489045e-06
78,2024,425,26.1,2023.0,MLB,2.0,503.0,88.58178578199052,"ARIMAX(0, 0, 0)",aic,,,-26.862335812872104,0.0,0.0,0.0,88.82721153944897,88.82720149286766,88.82722158603028,5.125806790355993e-06
79,2024,430,22.6,2023.0,MLB,2.0,403.0,90.90308166666668,"ARIMAX(0, 0, 0)",aic,,,-30.330714891529595,0.0,0.0,0.0,72.29484481865165,72.29483502039272,72.29485461691058,4.999111698749885e-06
80,2024,449,31.5,2023.0,MLB,5.0,823.0,83.17602403100774,"ARIMAX(0, 0, 0)",aic,,,-90.5677005795659,0.0,0.0,0.0,59.286455169269544,59.28644362784373,59.286466710695365,5.888482561419774e-06
81,2024,450,26.6,2023.0,MLB,3.0,986.0,91.11205482954546,"ARIMAX(0, 0, 0)",aic,,,-48.100965262672744,0.0,0.0,0.0,90.81770741055686,90.81769682474948,90.81771799636424,5.400922136733261e-06
82,2024,478,25.8,2023.0,MLB,2.0,607.0,89.20701346704871,"ARIMAX(0, 0, 0)",aic,,,-28.896628851727854,0.0,0.0,0.0,89.47110196959729,89.47109419444527,89.4711097447493,3.966914292743927e-06
83,2024,479,26.4,2023.0,MLB,3.0,1191.0,88.40428585657371,"ARIMAX(0, 0, 0)",aic,,,-49.56392159059334,0.0,0.0,0.0,88.7766478229109,88.77663991365291,88.77665573216889,4.035335708216067e-06
84,2024,482,26.6,2023.0,MLB,5.0,807.0,87.4688197889182,"ARIMAX(0, 0, 0)",aic,,,-97.8051361017483,0.0,0.0,0.0,60.11132253379232,60.11131275808804,60.11133230949659,4.987604223505077e-06
85,2024,483,25.4,2023.0,MLB,1.0,151.0,91.12517947019867,fallback_last_plus_level,simple_arima,,,13.862345386052382,,,,95.62517947019867,,,
86,2024,490,27.8,2023.0,MLB,5.0,1016.0,89.70445274725276,"ARIMAX(0, 0, 0)",aic,,,-90.32364764251292,0.0,0.0,0.0,90.20405498490136,90.20404490510693,90.20406506469575,5.142752255795001e-06
87,2024,513,26.4,2023.0,MLB,3.0,477.0,89.10272052980133,"ARIMAX(0, 0, 0)",aic,,,-50.34488170435603,0.0,0.0,0.0,91.81961385990428,91.81960403934728,91.81962368046123,5.010488256495629e-06
88,2024,526,24.8,2023.0,MLB,2.0,368.0,88.96755430463575,"ARIMAX(0, 0, 0)",aic,,,-24.85253775578426,0.0,0.0,0.0,83.97835804248007,83.97834804589948,83.97836803906065,5.100296218016614e-06
89,2024,537,31.4,2023.0,MLB,5.0,1541.0,91.80381375358166,"ARIMAX(0, 0, 0)",cv,1.9893095077179972,1.694638957733872,-40.09999825066038,0.0,0.0,0.0,94.7872890427577,94.78728117077172,94.78729691474368,4.016319380474558e-06
90,2024,542,27.5,2023.0,MLB,5.0,1915.0,88.67299031620553,"ARIMAX(0, 0, 0)",cv,3.8121936771098137,3.5315035795299323,-38.050035608701606,0.0,0.0,0.0,88.48155982842627,88.4815519495822,88.48156770727034,4.019818404674193e-06
91,2024,543,23.7,2023.0,MLB,3.0,936.0,86.57477488888888,"ARIMAX(0, 0, 0)",aic,,,-47.45923702472139,0.0,0.0,0.0,86.6987856268708,86.69877784532481,86.69879340841679,3.970176524951651e-06
92,2024,544,29.3,2023.0,MLB,5.0,1562.0,91.5453548148148,"ARIMAX(0, 0, 0)",cv,2.3679290583189436,2.367899118603212,-36.55143418230638,0.0,0.0,0.0,92.4345576925877,92.43454990231804,92.43456548285737,3.974627379149325e-06
93,2024,547,31.9,2023.0,MLB,5.0,824.0,83.09149266666667,"ARIMAX(0, 0, 0)",cv,3.143583753237209,2.689655696076507,-40.14291692384793,0.0,0.0,0.0,83.2011170915345,83.20110928731367,83.20112489575533,3.981745320759598e-06
94,2024,552,25.5,2023.0,MLB,3.0,612.0,90.39417876923078,"ARIMAX(0, 0, 0)",aic,,,-48.99732922560594,0.0,0.0,0.0,89.01902754656108,89.01901741635301,89.01903767676914,5.168473504055532e-06
95,2024,553,25.0,2023.0,MLB,3.0,866.0,92.0083987878788,"ARIMAX(0, 0, 0)",aic,,,-47.51480342805934,0.0,0.0,0.0,89.23131752358844,89.23130976107414,89.23132528610275,3.960466479938708e-06
96,2024,556,29.7,2023.0,MLB,5.0,1185.0,91.32009528985508,"ARIMAX(0, 0, 0)",cv,1.240464878260766,1.2404396493690442,-40.038847041919325,0.0,0.0,0.0,92.3719217768659,92.37191386116652,92.37192969256527,4.038622127878551e-06
97,2024,559,23.3,2023.0,MLB,3.0,525.0,89.92465933609958,"ARIMAX(0, 0, 0)",aic,,,-50.517746466364784,0.0,0.0,0.0,78.91726193083697,78.9172513453256,78.91727251634835,5.400771110149732e-06
98,2024,570,31.2,2023.0,MLB,5.0,918.0,92.42044962121211,"ARIMAX(0, 0, 0)",cv,9.247043876110526,6.613563426800809,-37.737123508437094,0.0,0.0,0.0,89.56152727450876,89.56151785881323,89.56153669020429,4.803926290777577e-06
99,2024,571,27.7,2023.0,MLB,3.0,255.0,87.40473913043478,"ARIMAX(0, 0, 0)",aic,,,-49.05309090856576,0.0,0.0,0.0,86.48554243638353,86.48553223318957,86.48555263957748,5.205711199975519e-06
100,2024,580,24.7,2023.0,MLB,2.0,429.0,85.90487935483871,"ARIMAX(0, 0, 0)",aic,,,-24.63767592867326,0.0,0.0,0.0,63.809833867747855,63.80982219055847,63.80984554493724,5.957749685882279e-06
101,2024,583,28.1,2023.0,MLB,5.0,788.0,90.894264,"ARIMAX(0, 0, 0)",aic,,,-89.70161063440143,0.0,0.0,0.0,90.37953968332138,90.37952940731618,90.37954995932658,5.2428597952865286e-06
102,2024,593,33.5,2023.0,MLB,5.0,819.0,89.16080074906367,"ARIMAX(0, 0, 0)",cv,2.382500560050016,1.8261946310371189,-38.39822829145,0.0,0.0,0.0,87.65718799188133,87.65718013768075,87.6571958460819,4.007245191455324e-06
103,2024,615,25.9,2023.0,MLB,3.0,688.0,89.53438285714286,"ARIMAX(0, 0, 0)",aic,,,-48.60436455859194,0.0,0.0,0.0,90.747447711217,90.74743823285482,90.7474571895792,4.835899075288227e-06
104,2024,617,37.4,2023.0,MLB,5.0,1399.0,89.27526650485437,"ARIMAX(0, 0, 0)",cv,2.2286764591460835,2.1093227944330266,-37.819850246082495,0.0,0.0,0.0,89.6102984850729,89.6102905665,89.61030640364581,4.040088216806815e-06
105,2024,622,27.1,2023.0,MLB,5.0,1448.0,86.47802875695733,"ARIMAX(0, 0, 0)",cv,6.935002168670379,6.927093416867727,-36.467798834326224,0.0,0.0,0.0,86.28282579086518,86.28281796622547,86.28283361550488,3.992163117090411e-06
106,2024,638,26.7,2023.0,MLB,3.0,614.0,92.7987489361702,"ARIMAX(0, 0, 0)",aic,,,-48.198454083894035,0.0,0.0,0.0,74.7003056529748,74.70029507643032,74.70031622951929,5.396196164738564e-06
107,2024,640,26.5,2023.0,MLB,5.0,1022.0,91.04300645933014,"ARIMAX(0, 0, 0)",cv,21.57407443813642,20.7932343961123,-37.94198787579365,0.0,0.0,0.0,94.21779964472788,94.21779181983094,94.21780746962482,3.992294357233881e-06
108,2024,652,31.9,2023.0,MLB,5.0,728.0,88.99384095238096,"ARIMAX(0, 0, 0)",cv,2.6276311351320785,1.9921910031736871,-38.09607313641622,0.0,0.0,0.0,87.73872722164346,87.73871939818709,87.73873504509983,3.991559373278097e-06
109,2024,656,23.2,2023.0,MLB,1.0,105.0,90.82355904761906,fallback_last_plus_level,simple_arima,,,13.85571449206926,,,,95.32355904761906,,,
110,2024,658,28.4,2023.0,MLB,5.0,1268.0,84.56370340314136,"ARIMAX(0, 0, 0)",cv,7.363071968259863,5.322356126321807,-36.13477099983741,0.0,0.0,0.0,83.5991200396189,83.5991100190906,83.59913006014719,5.112514435384174e-06
111,2024,664,22.5,2023.0,MLB,2.0,449.0,91.40010028248588,"ARIMAX(0, 0, 0)",aic,,,-25.0930920821161,0.0,0.0,0.0,86.18176355845131,86.18175348547716,86.18177363142546,5.139272525005774e-06
112,2024,671,25.1,2023.0,MLB,2.0,352.0,87.4474626506024,"ARIMAX(0, 0, 0)",aic,,,-27.334433694769174,0.0,0.0,0.0,87.44745779570366,87.44745003679625,87.44746555461106,3.958626225006142e-06
113,2024,673,25.6,2023.0,MLB,1.0,235.0,88.46244723404256,fallback_last_plus_level,simple_arima,,,13.803033340256292,,,,90.96244723404256,,,
114,2024,685,28.3,2023.0,MLB,5.0,636.0,84.14988243243243,"ARIMAX(0, 0, 0)",aic,,,-90.09143109200116,0.0,0.0,0.0,82.12876728330882,82.12875782998543,82.1287767366322,4.8231241766889445e-06
115,2024,692,24.0,2023.0,MLB,1.0,336.0,90.26687053571428,fallback_last_plus_level,simple_arima,,,13.843418088183723,,,,94.76687053571428,,,
116,2024,704,27.3,2023.0,MLB,5.0,1034.0,84.78011122112211,"ARIMAX(0, 0, 0)",cv,2.0633065078837287,2.039164023649058,-36.46573059500861,0.0,0.0,0.0,83.53279236590642,83.53278226410887,83.53280246770396,5.153978337990357e-06
